출처,회사명,직무,이메일,URL
사람인,위시컴퍼니(주),[위시컴퍼니] 뷰티 브랜드 비주얼 디자인 (경력),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54044505&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,프로페셔날핸즈인핸즈코리아(주),[K뷰티 대표화장품] 화장품 웹디자인 (5~15년),sally@prohanzkorea.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54168968&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)허밍아비스,[STEAMBASE] 퍼포먼스 마케팅 및 해외영업 경력직 채용 (서울),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54258294&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)피츠,[뷰티/마케팅] 올영1위 블랑네이처 국내 마케팅 팀장 모집 중,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53917725&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)피츠,[뷰티/미국 마케팅] 블랑네이처 미국 콘텐츠 마케터 인턴 모집중,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54063142&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)이즈앤트리,[이즈앤트리] 중국팀 마케터 (대리급),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54189167&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,에코디엠랩(주),[주 4.5일제 기업]마케팅본부 일본영업 및 마케팅담당 경력 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53826934&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)이즈앤트리,[이즈앤트리] 코스메틱 브랜드 글로벌마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53905374&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)글로벌스카우트,글로벌 바이오 그룹 코스메틱 계열사 - 글로벌마케팅팀장,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54267374&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)셀로라,[셀로라바이] 영상 콘텐츠PD 채용 (신입 가능),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160366&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)마녀공장,일본 퍼포먼스 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54188246&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)아렌시아,일본 퍼포먼스 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54217802&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,에이스휴먼파워(주),"해외마케팅팀 경력직(팀장,본부장급) 채용",help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54004827&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)킥더허들,(주)킥더허들 글로벌 마케팅 담당자 채용 (서울 근무),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54080438&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)라이프스타일프로젝트,[LSP] 글로벌 시딩 및 채널 콘텐츠 마케터 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54227674&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)더프레임리스,지피엘에서 글로벌 뷰티 퍼포먼스 마케터로 성장해요,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54183496&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)셀로라,[셀로라바이] 콘텐츠마케터 채용 (신입 가능),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160222&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)셀로라,[골드앤디어] 콘텐츠마케터 채용 (신입가능),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54161151&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)피츠,[뷰티/일본 마케팅] 블랑네이처 일본 인플루언서 마케터 모집 중,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53738842&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)올리브인터내셔널,[밀크터치] 글로벌 마케팅 팀장,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53772784&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)이즈앤트리,[이즈앤트리] 국내 퍼포먼스 마케터 (대리급),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53830073&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,모아씨앤씨(주),[모아씨앤씨] 강남 성형외과 일본 통역 채용(비자가능/남녀무관),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54110444&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)크레이버코퍼레이션,[SKIN1004] 일본사업팀 퍼포먼스 마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53789771&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)피츠,[뷰티/마케팅] 블랑네이처 퍼포먼스 마케팅 팀장 모집,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53934954&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)더컴퍼니유,[온라인 마케팅] 디지털 마케팅 담당자 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53980837&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)메디테라피,[메디테라피] 일본 마케터,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54013568&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)바이트랩,[글로벌] 중국 릴리이브 마케터(경력),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54049509&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,주식회사 제이앤코파운데이션,주식회사 제이앤코파운데이션 화장품 마케팅(기획·전략) 경력 채용 공고입니다,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54106552&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,굿커리어,[화장품 중견기업] 마케팅 전략 부장급 채용 #,insa@goodcareer.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54144070&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,에버브레인컨설팅(주),[국내 건강기능식품 기업] 해외영업 담당자(중화권),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54148581&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)셀로라,[셀로라바이] 영상 콘텐츠마케터 채용 (신입 가능),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54160350&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)바이트랩,[글로벌] 북미 릴리이브 영상편집자(체험형 인턴),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54180393&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,휴머레인컨설팅,긴급) 해외마케팅 (일본 담당) - 글로벌 뷰티사 (급성장중),jamie@humarain.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234762&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)에이스파트너스서치펌,제약회사 계열 화장품 기업 일본 온라인 마케팅 팀원 채용,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272610&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)HR컨설팅그룹,"[대형 뷰티브랜드] 글로벌 인플루언서 마케팅 (영어, 주임~대리)",help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130228&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,터닝포인트HR,(코스피 상장 대기업) 그로스플랫폼 팀장(이커머스+마케팅),help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206501&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)아워코퍼레이션,[아워코퍼레이션] 일본 마케팅 파트장,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54207818&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
사람인,(주)인코리아 프로페셔널(In Korea Professional),[코스닥 상장사] 홈케어 글로벌마케터,help@saramin.co.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54243567&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
