출처,회사명,직무,이메일,URL
사람인,(주)데아드,[팀 레오제이] 콘텐츠PD 라이프스타일부서 직무 채용 공고,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53783110&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,로픈,화장품 쿠팡 및 스마트스토어 자사몰MD 경력직 모집(추가충원),job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270016&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)큐라에스,인하우스 콘텐츠 마케터,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54205887&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,하이베러(주),하이베러 웹디자인 경력직(2~5년차) 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54041291&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)데아드,[팀 레오제이] 콘텐츠PD 뷰티부서 직무 채용 공고,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53940188&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)코니바이에린,대만 마케팅 담당자 (재택근무),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54203152&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)앳홈,미닉스 브랜드 마케터,recruit@athomecorp.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54027562&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)화인비에스,[경력] 사업기획/글로벌 파트너십 팀원 채용 - 건강기능식품원료,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54268338&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)씨콜론커뮤니케이션즈,[마지셔우드] 패션 브랜드 PR 마케팅 담당자 경력 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54267267&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)아머스포츠코리아,[아머스포츠코리아] 피크퍼포먼스 마케팅 담당 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54175487&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)업스테이션,(주)업스테이션 콘텐츠 SNS 마케팅 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54253943&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)코니바이에린,대만 마케팅 담당자 (재택근무),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54203152&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)딥포인트,포뷰트 맨즈헤어 프랜차이즈 사업부 담당자,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273042&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)우알롱,우알롱 2026년 Content Visual Director (컨텐츠 비주얼 디렉터),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54138403&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)소서,[성수동/소서] 국내/해외 마케팅 업무 경력직 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54175974&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)네오미래,[글로벌 뷰티 브랜드] B2C 해외영업 채용 (아마존/큐텐/쇼피),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039983&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)라큐로스,일본 큐텐 MD 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54266263&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)도도레이블,뷰티/패션 브랜드 마케터 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54027527&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,㈜인컴이즈,[인컴이즈] 광고대행사 매체관리 및 광고주 관리,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53986926&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,뉴셀렉트(주),중국 콘텐츠 마케터 주니어,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54057545&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,주식회사 글로벌아크,글로벌 브랜드 마케터 채용 [K-Beauty],job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54109947&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,뉴셀렉트(주),중화권 B2B 영업 담당자,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54125771&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)에이하나,[CGBIO] 화장품/의약외품/의료기기 ODM제품 B2B영업 포지션 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54063470&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)덱스터크레마,[덱스터크레마] 콘텐츠 마케팅 AE 경력직(1-4년),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54105945&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)앳홈,해외사업 본부장,recruit@athomecorp.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54173969&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)메타베이프,해외소싱 MD 경력사원 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54192213&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비바웨이브,[LG계열사/힌스] 국내 마케팅,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53934386&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)아티언스,Search Consulting Team Manager(팀장/파트장),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206808&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 바이럴파트 마케터 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059835&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 확인채널파트 프로 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059862&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)셈프레앤,[컨벤션/심포지엄/학회] PCO 기획자 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54179343&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260161&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사회평론,[어린이사업본부] 아동 출판 마케팅 영업 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54191393&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,메이트일공오,[메이트일공오]온라인 콘텐츠 마케팅 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54243273&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)월드이십일에이치큐,[스포츠마케팅 행사 사무국] 스포츠마케팅 기획 / 운영 / 관리,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54057061&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,에어콘테이너로지스틱스(주),[경력] 포워딩 항공 및 해상 수출입 업무 채용,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270332&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)컨비니언스,[바른생각] 브랜드마케터 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54105116&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)하이업엔터테인먼트,[하이업엔터테인먼트] 글로벌비즈니스팀 채용(MD),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53793275&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)바이메이더,(경력) 대형 브랜드 디지털 콘텐츠마케터 채용 [바이메이더],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53886213&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)서울음향,해외 사업 실무자를 찾습니다.,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272589&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주) 비케이피,여성패션기업 [(주)비케이피-블랙업]-스타일리스트 (패션MD),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54041592&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,하이퍼스타(주),Influencer Marketer (JP/US),recruitingops@coupang.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270051&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 브랜딩/마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273907&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사람엔터테인먼트,[사람엔터테인먼트] 홍보마케팅 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039525&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비엘비,마케팅 담당자 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54091515&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,러너블(주),러너블 시니어 브랜드 마케터,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54176793&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비바웨이브,[LG계열사/힌스] 국내 마케팅,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53934386&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)아티언스,Search Consulting Team Manager(팀장/파트장),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206808&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 바이럴파트 마케터 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059835&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 확인채널파트 프로 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059862&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)셈프레앤,[컨벤션/심포지엄/학회] PCO 기획자 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54179343&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260161&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사회평론,[어린이사업본부] 아동 출판 마케팅 영업 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54191393&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,메이트일공오,[메이트일공오]온라인 콘텐츠 마케팅 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54243273&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)월드이십일에이치큐,[스포츠마케팅 행사 사무국] 스포츠마케팅 기획 / 운영 / 관리,jeonghun.choi@sinjimoru.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54057061&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,에어콘테이너로지스틱스(주),[경력] 포워딩 항공 및 해상 수출입 업무 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270332&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)컨비니언스,[바른생각] 브랜드마케터 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54105116&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)하이업엔터테인먼트,[하이업엔터테인먼트] 글로벌비즈니스팀 채용(MD),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53793275&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)바이메이더,(경력) 대형 브랜드 디지털 콘텐츠마케터 채용 [바이메이더],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53886213&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)서울음향,해외 사업 실무자를 찾습니다.,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272589&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주) 비케이피,여성패션기업 [(주)비케이피-블랙업]-스타일리스트 (패션MD),hr@pointnextion.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54041592&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,하이퍼스타(주),Influencer Marketer (JP/US),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270051&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 브랜딩/마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273907&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사람엔터테인먼트,[사람엔터테인먼트] 홍보마케팅 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039525&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비엘비,마케팅 담당자 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54091515&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,러너블(주),러너블 시니어 브랜드 마케터,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54176793&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비바웨이브,[LG계열사/힌스] 국내 마케팅,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53934386&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)아티언스,Search Consulting Team Manager(팀장/파트장),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206808&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 바이럴파트 마케터 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059835&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 확인채널파트 프로 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059862&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)셈프레앤,[컨벤션/심포지엄/학회] PCO 기획자 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54179343&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260161&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사회평론,[어린이사업본부] 아동 출판 마케팅 영업 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54191393&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,메이트일공오,[메이트일공오]온라인 콘텐츠 마케팅 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54243273&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)월드이십일에이치큐,[스포츠마케팅 행사 사무국] 스포츠마케팅 기획 / 운영 / 관리,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54057061&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,에어콘테이너로지스틱스(주),[경력] 포워딩 항공 및 해상 수출입 업무 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270332&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)컨비니언스,[바른생각] 브랜드마케터 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54105116&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)하이업엔터테인먼트,[하이업엔터테인먼트] 글로벌비즈니스팀 채용(MD),hr@pointnextion.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53793275&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)바이메이더,(경력) 대형 브랜드 디지털 콘텐츠마케터 채용 [바이메이더],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53886213&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)서울음향,해외 사업 실무자를 찾습니다.,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272589&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주) 비케이피,여성패션기업 [(주)비케이피-블랙업]-스타일리스트 (패션MD),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54041592&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,하이퍼스타(주),Influencer Marketer (JP/US),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270051&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 브랜딩/마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273907&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사람엔터테인먼트,[사람엔터테인먼트] 홍보마케팅 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039525&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비엘비,마케팅 담당자 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54091515&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,러너블(주),러너블 시니어 브랜드 마케터,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54176793&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비바웨이브,[LG계열사/힌스] 국내 마케팅,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53934386&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)아티언스,Search Consulting Team Manager(팀장/파트장),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206808&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 바이럴파트 마케터 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059835&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,베이직스(주),커머스팀 확인채널파트 프로 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54059862&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)셈프레앤,[컨벤션/심포지엄/학회] PCO 기획자 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54179343&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54260161&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사회평론,[어린이사업본부] 아동 출판 마케팅 영업 채용,job@thefounders.kr,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54191393&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,메이트일공오,[메이트일공오]온라인 콘텐츠 마케팅 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54243273&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)월드이십일에이치큐,[스포츠마케팅 행사 사무국] 스포츠마케팅 기획 / 운영 / 관리,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54057061&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,에어콘테이너로지스틱스(주),[경력] 포워딩 항공 및 해상 수출입 업무 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270332&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)컨비니언스,[바른생각] 브랜드마케터 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54105116&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)하이업엔터테인먼트,[하이업엔터테인먼트] 글로벌비즈니스팀 채용(MD),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53793275&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)바이메이더,(경력) 대형 브랜드 디지털 콘텐츠마케터 채용 [바이메이더],,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53886213&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)서울음향,해외 사업 실무자를 찾습니다.,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54272589&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주) 비케이피,여성패션기업 [(주)비케이피-블랙업]-스타일리스트 (패션MD),jeonghun.choi@sinjimoru.com,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54041592&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,하이퍼스타(주),Influencer Marketer (JP/US),,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54270051&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)마음을그리다,(주)마음을그리다에서 브랜딩/마케팅 경력자를 찾습니다,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273907&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)사람엔터테인먼트,[사람엔터테인먼트] 홍보마케팅 담당자 모집,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54039525&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)비엘비,마케팅 담당자 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54091515&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,러너블(주),러너블 시니어 브랜드 마케터,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54176793&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,압타바이오(주),[코스닥 상장사] 펫 브랜드 '리카리카' 마케팅(대리급) 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54191153&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,도이치모터스(주),[BMW도이치모터스㈜] 본사 마케팅팀 정규직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54109300&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)휴비즈,마케팅 사업 팀장급 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54256521&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,넥스트레벨스튜디오,[스튜디오] 콘텐츠 마케터 채용,charlie@nextlevelstudio.net,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54247125&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)휴비즈,MICE 제안기획 경력직 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54224581&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)플라스틱프로덕트,[PLASTICPRODUCT] 패션 브랜드 마케터/MD 채용,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54099715&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
사람인,(주)화인비에스,[경력] 사업기획/글로벌 파트너십 팀원 채용 - 건강기능식품원료,,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54268338&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n
