레벨,회사명,연락처,이메일,채널목록,URL
B,"POGUN POGME CO.,LTD.",+82-031-8003-7231,wonsupeu@nate.com,큐텐,https://www.qoo10.jp/g/705776154
B,"POTEGAR CO.,LTD.",+82-010-5140-8271,lifeisart7@naver.com,큐텐,https://www.qoo10.jp/g/960300946
B,PURPLELABS HEALTHCARE INC.,+82-010-2751-6620,purplelabs.sea@gmail.com,큐텐,https://www.qoo10.jp/g/967405526
B,"Prinics CO.,LTD.",+82-010-4426-0747,brpark@prinics.com,큐텐,https://www.qoo10.jp/g/1188700599
B,"REBIRTHFEB CO.,LTD.",+82-0504-376-8810,one@rebirthfeb.com,큐텐,https://www.qoo10.jp/g/1105045818
B,RISKY Inc,+82-010-5698-3865,global@riskybeauty.com,큐텐,https://www.qoo10.jp/g/1179792714
B,RNK,"+82-010-2307-3540, +82-010-5713-3475",estrading-k@naver.com,큐텐,"https://www.qoo10.jp/g/1118250003, https://www.qoo10.jp/g/1188888408"
B,RONA AND BIYA,+82-010-7125-3080,mummurofficial@gmail.com,큐텐,https://www.qoo10.jp/g/1068834358
B,Rael Korea,+82-070-4895-1141,raelkorea@getrael.com,큐텐,https://www.qoo10.jp/g/1126919164
B,"SECONDPROJECT CO.,LTD.",+82-010-2910-6658,secondproject_@naver.com,큐텐,https://www.qoo10.jp/g/1189880746
B,"SILVERLINE CO., LTD.",+82-010-8286-3122,jfkorea76@naver.com,큐텐,https://www.qoo10.jp/g/812521547
B,"SJC CO.,LTD.",+82-010-5827-0034,sjc_co@naver.com,큐텐,https://www.qoo10.jp/g/1155685317
B,"SKADI KOREA CO., LTD.",+82-010-3301-4224,qoo10kstore@gmail.com,큐텐,https://www.qoo10.jp/g/1178303663
B,SNH,+82-010-5785-0113,windy2672@naver.com,큐텐,https://www.qoo10.jp/g/1189090757
B,SOUL PRISM,+82-010-3156-8426,,큐텐,https://www.qoo10.jp/g/1150632773
B,SSUKSSUK COMPANY INC.,+82-010-7172-1843,japan@hetras.co.kr,큐텐,https://www.qoo10.jp/g/1100443388
B,SUSU,+82-010-3082-7556,krsusu.co@gmail.com,큐텐,https://www.qoo10.jp/g/1157089895
B,"TAEYANG NETWORKS CO.,LTD.",+82-010-9906-2031,sunnet2073@naver.com,큐텐,https://www.qoo10.jp/g/1194300953
B,TEAZEN INC.,+82-070-4914-8250,teazen2303@gmail.com,큐텐,https://www.qoo10.jp/g/1107174322
B,TFIT CLASS INC.,+82-032-1833-9666,,큐텐,https://www.qoo10.jp/g/1084089217
B,THE SKINFACTORY,+82-010-8470-5451,support.jp@theskinf.com,큐텐,https://www.qoo10.jp/g/1001804064
B,"THE YOONSEUL CO.,LTD.",+82-010-8602-1843,,큐텐,https://www.qoo10.jp/g/1188802376
B,THEQOO GLOBAL,"+82-010-4695-2537, +82-010-5383-0190, +82-010-8673-9143",,큐텐,"https://www.qoo10.jp/g/1095327660, https://www.qoo10.jp/g/1166664784, https://www.qoo10.jp/g/1195383223"
B,TN Korea,+82-010-6324-2030,abcpark100@daum.net,큐텐,https://www.qoo10.jp/g/1174041304
B,TNS INC.,+82-010-2873-6928,,큐텐,https://www.qoo10.jp/g/1173165020
B,"TODAYHEALTHCARE CO.,LTD.",+82-070-8019-0733,fromtoday@fromtoday.kr,큐텐,https://www.qoo10.jp/g/1175329207
B,"TOO COOL FOR SCHOOL CO.,LTD.",+82-02-2271-2623,ks_global@naver.com,큐텐,https://www.qoo10.jp/g/1187587093
B,"The Growth Co., Ltd.",+82-010-2536-7690,creators@thegrowth.co.kr,큐텐,https://www.qoo10.jp/g/1094400591
B,TheYujin,+82-10-5780-5101,wearewelloff@naver.com,큐텐,https://www.qoo10.jp/g/1135758549
B,"Thedot CO.,LTD.",+82-010-7577-1016,jungys910@naver.com,큐텐,https://www.qoo10.jp/g/1175659421
B,"Tombo co.,ltd.",+82-010-6782-7595,exio8989@gmail.com,큐텐,https://www.qoo10.jp/g/1189399815
B,Tommys,+82-010-2569-6382,,큐텐,https://www.qoo10.jp/g/1041147249
B,"UNIQUE PRICE CO.,LTD.",+82-02-6900-5000,speed0109@hanmail.net,큐텐,https://www.qoo10.jp/g/1167861740
B,"UUS CO.,LTD.",+82-010-8440-0804,uusbini@gmail.com,큐텐,https://www.qoo10.jp/g/1187918595
B,VODANA,+82-010-4022-2041,order@vodana.co.kr,큐텐,https://www.qoo10.jp/g/1092738523
B,VT COSMETICS Inc.,+82-070-8824-0805,ehkim@vt-cosmetics.com,큐텐,https://www.qoo10.jp/g/1035782248
B,"Wellbiz International CO.,LTD.",+82-010-7434-6255,,큐텐,https://www.qoo10.jp/g/1178197801
B,Won's Time,+82-070-7893-1511,wonsfamily.korea@gmail.com,큐텐,https://www.qoo10.jp/g/1087145033
B,"YOUNGSAENG TRADING CO.,LTD.",+82-010-5748-6097,okh9112@naver.com,큐텐,https://www.qoo10.jp/g/1179791299
B,ZERO TO SEVEN INC.,+82-010-7711-4198,jyh0612@goongbe.com,큐텐,https://www.qoo10.jp/g/1190282474
B,"agentesoft Co,. Ltd.",+82-010-9791-0031,cs@agentesoft.com,큐텐,https://www.qoo10.jp/g/1076156419
B,baba,+82-010-4805-7776,baba442562@naver.com,큐텐,https://www.qoo10.jp/g/1053575374
B,cafebespoke,+82-010-2581-2329,,큐텐,https://www.qoo10.jp/g/1160669375
B,chonjogukssanghwe,"+82-010-8475-9726, +82-010-8823-0413",canada292513@gmail.com,큐텐,"https://www.qoo10.jp/g/1119776028, https://www.qoo10.jp/g/1177131794"
B,"daeun CO.,LTD.",+82-010-9485-5372,choigang2784@gmail.com,큐텐,https://www.qoo10.jp/g/1184201485
B,ddntmall,+82-010-3336-8909,tonton.qoo10@gmail.com,큐텐,https://www.qoo10.jp/g/1190497647
B,"design matter CO.,LTD.",+82-010-5388-1934,jbpteam@gmail.com,큐텐,https://www.qoo10.jp/g/1194107218
B,dtoclab inc,+82-010-6285-9631,,큐텐,https://www.qoo10.jp/g/1194553286
B,"d’Alba Global Co., Ltd.",+82-02-332-7727,qoo10_cs@dalba.com,큐텐,https://www.qoo10.jp/g/909210007
B,eggplum,+82-010-5472-0623,eggplum67@gmail.com,큐텐,https://www.qoo10.jp/g/924129488
B,from world,+82-010-2108-7953,seonatotoro77@gmail.com,큐텐,https://www.qoo10.jp/g/1194289828
B,haru mall,+82-010-3562-1651,ejlee0526@naver.com,큐텐,https://www.qoo10.jp/g/1190579250
B,leemuyeon,+82-010-5339-4908,,큐텐,https://www.qoo10.jp/g/1128239518
B,"megahit CO.,LTD.",+82-070-8706-1501,kohana1@wn1do.com,큐텐,https://www.qoo10.jp/g/1146768082
B,momm company,+82-0507-1337-2046,mommcom8246@gmail.com,큐텐,https://www.qoo10.jp/g/842673255
B,soso,+82-010-5957-4200,rjcla05@naver.com,큐텐,https://www.qoo10.jp/g/1124273950
B,ssomi,+82-010-3255-0076,ndona@naver.com,큐텐,https://www.qoo10.jp/g/1098680159
B,thenido,+82-010-3045-3244,,큐텐,https://www.qoo10.jp/g/1181256245
B,tokslife,+82-010-8009-7373,tokslife@naver.com,큐텐,https://www.qoo10.jp/g/1158408533
B,what u want,+82-02-777-7777,,큐텐,https://www.qoo10.jp/g/1056583539
B,"whfoodskorea CO.,LTD.",+82-010-5079-6420,whfoodskorea@whfoods.co.kr,큐텐,https://www.qoo10.jp/g/1165841174
B,wowbiotech..co.ltd,+82-010-2041-0633,help@wowbio.co.kr,큐텐,https://www.qoo10.jp/g/1144919951
B,㈜벤처피플,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54261277&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,굿커리어,,insa@goodcareer.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54144070&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,달링커뮤니케이션,,,원티드,"https://www.wanted.co.kr/wd/307954, https://www.wanted.co.kr/wd/359347"
B,레이어바이레이어,,,원티드,https://www.wanted.co.kr/wd/366597
B,리메세(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273274&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,모아씨앤씨(주),,"help@saramin.co.kr, hyeyeon.jeong@enerzai.com",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54110430&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54110444&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54112239&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,샵리스트코리아(유),,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54214928&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54215719&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d"
B,셀잇(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54224392&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,안앤케이글로벌,,,원티드,https://www.wanted.co.kr/wd/349805
B,알엘에이피(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53879276&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,에버브레인컨설팅(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54148581&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,에이스휴먼파워(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54004827&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,에코디엠랩(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53826934&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,여우화장,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54205875&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,위시컴퍼니(주),,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54022854&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54044505&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54044768&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54143829&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54256353&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,유니콘바인(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54150096&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,제이디티씨,,,원티드,https://www.wanted.co.kr/wd/351056
B,주식회사 글로벌아크,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54086060&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,주식회사 블렌디크,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54167893&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,주식회사 서울글로벌마케팅,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54084847&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54253774&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16"
B,주식회사 제이앤코파운데이션,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54106552&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,주식회사 청담글로벌,,help@saramin.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53792895&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=53792895&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,주식회사마인드스낵,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54193059&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,주식회사푼바키,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54268718&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,커리어셀파,,"help@saramin.co.kr, lge@saraminhs.co.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54200099&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54200170&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d"
B,컨티뉴엄파트너스(주),,"help@saramin.co.kr, job@thefounders.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54054409&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54054409&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477"
B,코리아써치,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54261285&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=cfcd95c5-d509-4736-96db-e50f64a65477
B,코스맥스비티아이(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54216620&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,터닝포인트HR,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54206501&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f
B,터틀커머스,,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54103459&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16
B,파워에이치알,,green@powerhr.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54273301&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=6192c8e9-ce72-4138-a639-60650fbf119d
B,팔로우미코스메틱(주),,help@saramin.co.kr,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54121922&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d
B,프로페셔날핸즈인핸즈코리아(주),,sally@prohanzkorea.co.kr,사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54130284&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=8e2f5fde-8607-466d-9b51-96ad3a785e16, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54168968&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234171&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d"
B,휴머레인컨설팅,,"jamie@humarain.co.kr, jyhan80@etude.co.kr",사람인,"https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234762&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=1ec0869b-d764-4591-b54a-13718682734f, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234769&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d, https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54234771&location=ts&searchword=%ED%81%90%ED%85%90&searchType=search&paid_fl=n&search_uuid=a24df5a6-1b60-47c9-9dfd-5d12e2cb542d"
